"id_accidente","tipo_vehiculo_limpio"
19977,"CAMIONETA_PASAJEROS"
19977,"AUTOMOVIL"
19978,"AUTOMOVIL"
19979,"AUTOMOVIL"
19980,"AUTOMOVIL"
19981,"CAMIONETA_CARGA"
19981,"MOTOCICLETA"
19982,"CAMIONETA_CARGA"
19982,"AUTOMOVIL"
19983,"CAMION_CARGA"
19983,"AUTOMOVIL"
19984,"CAMIONETA_CARGA"
19984,"AUTOMOVIL"
19985,"SIN_DATOS"
19986,"CAMIONETA_PASAJEROS"
19986,"CAMIONETA_CARGA"
19987,"AUTOMOVIL"
19988,"AUTOMOVIL"
19989,"AUTOMOVIL"
19989,"MOTOCICLETA"
19990,"CAMIONETA CARGA"
19991,"AUTOMOVIL"
19992,"AUTOMOVIL"
19993,"AUTOMOVIL"
19994,"SIN_DATOS"
19994,"AUTOMOVIL"
19995,"MOTOCICLETA"
19996,"AUTOMOVIL"
19996,"OTRO"
19997,"CAMIONETA_CARGA"
19997,"AUTOMOVIL"
19998,"AUTOMOVIL"
19999,"AUTOMOVIL"
20000,"AUTOMOVIL"
20001,"AUTOMOVIL"
20001,"OTRO"
20002,"AUTOMOVIL"
20003,"AUTOMOVIL"
20004,"AUTOMOVIL"
20005,"AUTOMOVIL"
20005,"SIN_DATOS"
20006,"AUTOMOVIL"
20007,"AUTOMOVIL"
20008,"AUTOMOVIL"
20009,"AUTOMOVIL"
20010,"AUTOMOVIL"
20011,"AUTOMOVIL"
20012,"CAMIONETA_PASAJEROS"
20013,"AUTOMOVIL"
20014,"SIN_DATOS"
20014,"AUTOMOVIL"
20015,"AUTOMOVIL"
20016,"AUTOMOVIL"
20017,"CAMION_CARGA"
20017,"AUTOMOVIL"
20018,"AUTOMOVIL"
20019,"SIN_DATOS"
20019,"AUTOMOVIL"
20020,"AUTOMOVIL"
20021,"CAMIONETA_PASAJEROS"
20022,"MOTOCICLETA"
20022,"CAMIONETA_CARGA"
20023,"AUTOMOVIL"
20024,"AUTOMOVIL"
20025,"CAMIONETA CARGA"
20025,"CAMION_CARGA"
20026,"AUTOMOVIL"
20027,"AUTOMOVIL"
20028,"AUTOMOVIL"
20028,"CAMIONETA_PASAJEROS"
20029,"AUTOMOVIL"
20029,"CAMIONETA_CARGA"
20030,"MOTOCICLETA"
20031,"AUTOMOVIL"
20031,"CAMION_CARGA"
20032,"AUTOMOVIL"
20033,"CAMIONETA CARGA"
20033,"AUTOMOVIL"
20034,"AUTOMOVIL"
20034,"SIN_DATOS"
20035,"CAMION_CARGA"
20035,"SIN_DATOS"
20036,"AUTOMOVIL"
20037,"CAMIONETA_CARGA"
20037,"AUTOMOVIL"
20038,"AUTOMOVIL"
20039,"AUTOMOVIL"
20039,"CAMIONETA_PASAJEROS"
20040,"SIN_DATOS"
20040,"AUTOMOVIL"
20041,"CAMIONETA_PASAJEROS"
20041,"AUTOMOVIL"
20042,"AUTOMOVIL"
20042,"MOTOCICLETA"
20043,"CAMION_PASAJEROS"
20043,"AUTOMOVIL"
20044,"CAMIONETA CARGA"
20044,"CAMIONETA_PASAJEROS"
20045,"CAMIONETA CARGA"
20046,"MOTOCICLETA"
20046,"CAMIONETA CARGA"
20047,"AUTOMOVIL"
20047,"MOTOCICLETA"
20048,"CAMIONETA_CARGA"
20049,"CAMIONETA_PASAJEROS"
20049,"AUTOMOVIL"
20050,"CAMIONETA_PASAJEROS"
20050,"AUTOMOVIL"
20051,"MOTOCICLETA"
20052,"MOTOCICLETA"
20053,"SIN_DATOS"
20054,"AUTOMOVIL"
20055,"AUTOMOVIL"
20056,"AUTOMOVIL"
20056,"CAMIONETA_PASAJEROS"
20057,"CAMIONETA_PASAJEROS"
20057,"AUTOMOVIL"
20058,"MOTOCICLETA"
20059,"AUTOMOVIL"
20059,"CAMIONETA_CARGA"
20060,"SIN_DATOS"
20061,"CAMIONETA_CARGA"
20062,"MOTOCICLETA"
20062,"AUTOMOVIL"
20063,"SIN_DATOS"
20063,"AUTOMOVIL"
20064,"AUTOMOVIL"
20064,"CAMION_PASAJEROS"
20065,"AUTOMOVIL"
20066,"AUTOMOVIL"
20067,"CAMIONETA CARGA"
20067,"BICICLETA"
20068,"AUTOMOVIL"
20069,"CAMION_PASAJEROS"
20069,"CAMION_CARGA"
20070,"TRACTOR"
20070,"AUTOMOVIL"
20071,"CAMION_PASAJEROS"
20071,"CAMIONETA_PASAJEROS"
20072,"AUTOMOVIL"
20073,"MOTOCICLETA"
20074,"CAMION_CARGA"
20075,"AUTOMOVIL"
20076,"AUTOMOVIL"
20077,"CAMION_CARGA"
20078,"CAMION_CARGA"
20078,"AUTOMOVIL"
20078,"SIN_DATOS"
20079,"CAMIONETA_PASAJEROS"
20079,"SIN_DATOS"
20080,"CAMIONETA_PASAJEROS"
20081,"AUTOMOVIL"
20082,"CAMION_CARGA"
20082,"SIN_DATOS"
20083,"AUTOMOVIL"
20084,"AUTOMOVIL"
20085,"OTRO"
20086,"CAMIONETA_PASAJEROS"
20086,"AUTOMOVIL"
20087,"AUTOMOVIL"
20088,"AUTOMOVIL"
20088,"BICICLETA"
20089,"CAMION_CARGA"
20089,"SIN_DATOS"
20090,"AUTOMOVIL"
20091,"CAMION_PASAJEROS"
20092,"CAMION_CARGA"
20092,"AUTOMOVIL"
20093,"MOTOCICLETA"
20093,"SIN_DATOS"
20094,"AUTOMOVIL"
20095,"AUTOMOVIL"
20095,"SIN_DATOS"
20096,"AUTOMOVIL"
20097,"AUTOMOVIL"
20097,"MOTOCICLETA"
20098,"CAMIONETA CARGA"
20098,"TRACTOR"
20099,"AUTOMOVIL"
20099,"SIN_DATOS"
20100,"AUTOMOVIL"
20101,"AUTOMOVIL"
20102,"AUTOMOVIL"
20103,"SIN_DATOS"
20104,"AUTOMOVIL"
20104,"CAMIONETA_CARGA"
20105,"AUTOMOVIL"
20106,"MOTOCICLETA"
20106,"AUTOMOVIL"
20107,"AUTOMOVIL"
20108,"CAMIONETA CARGA"
20108,"AUTOMOVIL"
20109,"AUTOMOVIL"
20110,"AUTOMOVIL"
20111,"AUTOMOVIL"
20112,"AUTOMOVIL"
20113,"AUTOMOVIL"
20114,"CAMIONETA_CARGA"
20115,"SIN_DATOS"
20116,"AUTOMOVIL"
20117,"AUTOMOVIL"
20117,"CAMIONETA_PASAJEROS"
20118,"AUTOMOVIL"
20118,"CAMIONETA_PASAJEROS"
20119,"MOTOCICLETA"
20120,"AUTOMOVIL"
20121,"AUTOMOVIL"
20122,"CAMION_CARGA"
20123,"CAMIONETA_PASAJEROS"
20124,"MOTOCICLETA"
20125,"SIN_DATOS"
20126,"AUTOMOVIL"
20127,"CAMIONETA CARGA"
20127,"AUTOMOVIL"
20128,"AUTOMOVIL"
20128,"CAMIONETA_CARGA"
20128,"SIN_DATOS"
20129,"AUTOMOVIL"
20130,"CAMION_CARGA"
20130,"AUTOMOVIL"
20131,"CAMIONETA CARGA"
20132,"MOTOCICLETA"
20133,"CAMION_CARGA"
20134,"AUTOMOVIL"
20135,"SIN_DATOS"
20135,"MOTOCICLETA"
20136,"MOTOCICLETA"
20136,"SIN_DATOS"
20137,"OTRO"
20137,"CAMION_PASAJEROS"
20138,"CAMIONETA CARGA"
20139,"AUTOMOVIL"
20140,"CAMION_CARGA"
20140,"SIN_DATOS"
20141,"AUTOMOVIL"
20141,"MOTOCICLETA"
20142,"AUTOMOVIL"
20142,"MOTOCICLETA"
20143,"CAMIONETA CARGA"
20143,"AUTOMOVIL"
20144,"CAMION_PASAJEROS"
20144,"AUTOMOVIL"
20145,"AUTOMOVIL"
20146,"AUTOMOVIL"
20147,"SIN_DATOS"
20147,"AUTOMOVIL"
20148,"AUTOMOVIL"
20149,"CAMIONETA_CARGA"
20150,"CAMIONETA CARGA"
20151,"AUTOMOVIL"
20151,"MOTOCICLETA"
20152,"MOTOCICLETA"
20152,"AUTOMOVIL"
20153,"TRACTOR"
20153,"AUTOMOVIL"
20154,"CAMIONETA_CARGA"
20154,"AUTOMOVIL"
20155,"SIN_DATOS"
20155,"MOTOCICLETA"
20156,"MOTOCICLETA"
20157,"MOTOCICLETA"
20157,"AUTOMOVIL"
20158,"CAMION_CARGA"
20158,"AUTOMOVIL"
20159,"AUTOMOVIL"
20160,"AUTOMOVIL"
20161,"AUTOMOVIL"
20161,"SIN_DATOS"
20162,"TRACTOR"
20162,"AUTOMOVIL"
20163,"CAMIONETA_PASAJEROS"
20163,"CAMIONETA_CARGA"
20163,"AUTOMOVIL"
20164,"SIN_DATOS"
20165,"AUTOMOVIL"
20165,"CAMIONETA_PASAJEROS"
20166,"SIN_DATOS"
20167,"TRACTOR"
20168,"AUTOMOVIL"
20169,"AUTOMOVIL"
20170,"CAMIONETA_PASAJEROS"
20170,"CAMIONETA_CARGA"
20171,"CAMIONETA CARGA"
20171,"AUTOMOVIL"
20172,"CAMION_CARGA"
20173,"CAMIONETA_PASAJEROS"
20173,"AUTOMOVIL"
20174,"TRACTOR"
20175,"AUTOMOVIL"
20176,"CAMIONETA_CARGA"
20176,"SIN_DATOS"
20177,"CAMIONETA_CARGA"
20178,"CAMIONETA CARGA"
20179,"MOTOCICLETA"
20179,"AUTOMOVIL"
20180,"AUTOMOVIL"
20181,"AUTOMOVIL"
20182,"AUTOMOVIL"
20182,"CAMIONETA_PASAJEROS"
20183,"AUTOMOVIL"
20183,"MOTOCICLETA"
20184,"AUTOMOVIL"
20184,"CAMIONETA CARGA"
20185,"TRACTOR"
20186,"AUTOMOVIL"
20187,"MOTOCICLETA"
20187,"AUTOMOVIL"
20188,"AUTOMOVIL"
20189,"AUTOMOVIL"
20190,"SIN_DATOS"
20190,"MOTOCICLETA"
20191,"AUTOMOVIL"
20192,"CAMIONETA CARGA"
20193,"CAMIONETA_CARGA"
20193,"AUTOMOVIL"
20194,"SIN_DATOS"
20194,"AUTOMOVIL"
20195,"MOTOCICLETA"
20196,"CAMION_CARGA"
20196,"AUTOMOVIL"
20197,"CAMION_CARGA"
20197,"AUTOMOVIL"
20198,"CAMIONETA_PASAJEROS"
20198,"AUTOMOVIL"
20199,"CAMIONETA CARGA"
20199,"AUTOMOVIL"
20200,"MOTOCICLETA"
20200,"CAMIONETA_CARGA"
20201,"CAMIONETA CARGA"
20201,"AUTOMOVIL"
20202,"AUTOMOVIL"
20203,"AUTOMOVIL"
20204,"AUTOMOVIL"
20204,"CAMIONETA_PASAJEROS"
20205,"CAMION_CARGA"
20206,"TRACTOR"
20206,"AUTOMOVIL"
20207,"AUTOMOVIL"
20208,"SIN_DATOS"
20209,"MOTOCICLETA"
20210,"MOTOCICLETA"
20211,"AUTOMOVIL"
20212,"AUTOMOVIL"
20213,"AUTOMOVIL"
20214,"MOTOCICLETA"
20215,"OTRO"
20215,"CAMIONETA CARGA"
20216,"MOTOCICLETA"
20216,"CAMIONETA CARGA"
20217,"AUTOMOVIL"
20218,"CAMIONETA CARGA"
20218,"AUTOMOVIL"
20219,"CAMIONETA CARGA"
20219,"CAMIONETA_PASAJEROS"
20220,"TRACTOR"
20220,"AUTOMOVIL"
20221,"AUTOMOVIL"
20222,"AUTOMOVIL"
20222,"CAMIONETA CARGA"
20223,"CAMION_CARGA"
20223,"OTRO"
20224,"CAMIONETA_PASAJEROS"
20224,"AUTOMOVIL"
20225,"MOTOCICLETA"
20226,"AUTOMOVIL"
20227,"AUTOMOVIL"
20228,"SIN_DATOS"
20228,"MOTOCICLETA"
20229,"AUTOMOVIL"
20230,"CAMIONETA_CARGA"
20231,"CAMIONETA CARGA"
20232,"CAMIONETA_CARGA"
20232,"AUTOMOVIL"
20233,"SIN_DATOS"
20234,"AUTOMOVIL"
20235,"AUTOMOVIL"
20236,"AUTOMOVIL"
20237,"AUTOMOVIL"
20238,"AUTOMOVIL"
20239,"CAMIONETA_CARGA"
20239,"MOTOCICLETA"
20240,"AUTOMOVIL"
20241,"CAMIONETA_PASAJEROS"
20241,"AUTOMOVIL"
20242,"CAMION_PASAJEROS"
20243,"CAMIONETA_CARGA"
20243,"SIN_DATOS"
20244,"AUTOMOVIL"
20245,"AUTOMOVIL"
20246,"SIN_DATOS"
20247,"CAMIONETA CARGA"
20247,"AUTOMOVIL"
20248,"AUTOMOVIL"
20248,"CAMIONETA_PASAJEROS"
20249,"MOTOCICLETA"
20249,"CAMIONETA_PASAJEROS"
20250,"AUTOMOVIL"
20251,"AUTOMOVIL"
20252,"AUTOMOVIL"
20252,"CAMIONETA_CARGA"
20253,"CAMION_CARGA"
20253,"AUTOMOVIL"
20254,"CAMIONETA CARGA"
20254,"CAMIONETA_PASAJEROS"
20255,"CAMIONETA CARGA"
20255,"CAMIONETA_PASAJEROS"
20256,"MOTOCICLETA"
20256,"AUTOMOVIL"
20257,"SIN_DATOS"
20258,"SIN_DATOS"
20259,"AUTOMOVIL"
20260,"AUTOMOVIL"
20261,"CAMION_PASAJEROS"
20262,"AUTOMOVIL"
20263,"AUTOMOVIL"
20264,"CAMIONETA_CARGA"
20264,"AUTOMOVIL"
20265,"AUTOMOVIL"
20266,"AUTOMOVIL"
20267,"CAMIONETA_PASAJEROS"
20267,"MOTOCICLETA"
20268,"AUTOMOVIL"
20269,"AUTOMOVIL"
20270,"AUTOMOVIL"
20271,"AUTOMOVIL"
20272,"AUTOMOVIL"
20272,"CAMION_PASAJEROS"
20273,"MOTOCICLETA"
20274,"CAMIONETA_PASAJEROS"
20274,"AUTOMOVIL"
20275,"CAMION_CARGA"
20275,"AUTOMOVIL"
20276,"AUTOMOVIL"
20276,"CAMIONETA_PASAJEROS"
20277,"CAMION_CARGA"
20277,"AUTOMOVIL"
20277,"CAMIONETA_PASAJEROS"
20278,"AUTOMOVIL"
20279,"CAMIONETA_PASAJEROS"
20280,"AUTOMOVIL"
20280,"MOTOCICLETA"
20281,"CAMIONETA_PASAJEROS"
20282,"OTRO"
20282,"CAMIONETA_PASAJEROS"
20283,"CAMION_PASAJEROS"
20283,"AUTOMOVIL"
20284,"CAMIONETA CARGA"
20284,"AUTOMOVIL"
20284,"CAMIONETA_PASAJEROS"
20285,"AUTOMOVIL"
20286,"AUTOMOVIL"
20287,"CAMIONETA_PASAJEROS"
20288,"AUTOMOVIL"
20289,"CAMIONETA_PASAJEROS"
20289,"AUTOMOVIL"
20290,"CAMIONETA_CARGA"
20291,"MOTOCICLETA"
20291,"AUTOMOVIL"
20292,"AUTOMOVIL"
20293,"CAMION_PASAJEROS"
20293,"AUTOMOVIL"
20294,"AUTOMOVIL"
20295,"AUTOMOVIL"
20296,"SIN_DATOS"
20297,"AUTOMOVIL"
20298,"CAMIONETA_PASAJEROS"
20299,"SIN_DATOS"
20300,"AUTOMOVIL"
20300,"OTRO"
20301,"AUTOMOVIL"
20302,"CAMION_CARGA"
20302,"CAMION_PASAJEROS"
20303,"SIN_DATOS"
20304,"CAMIONETA_CARGA"
20305,"CAMIONETA CARGA"
20305,"OTRO"
20306,"CAMION_CARGA"
20307,"CAMIONETA_PASAJEROS"
20308,"CAMIONETA CARGA"
20308,"AUTOMOVIL"
20309,"CAMIONETA CARGA"
20310,"AUTOMOVIL"
20310,"MOTOCICLETA"
20311,"CAMIONETA_PASAJEROS"
20311,"MOTOCICLETA"
20312,"AUTOMOVIL"
20313,"MOTOCICLETA"
20313,"CAMIONETA_CARGA"
20314,"AUTOMOVIL"
20314,"MOTOCICLETA"
20315,"MOTOCICLETA"
20316,"MOTOCICLETA"
20316,"AUTOMOVIL"
20317,"AUTOMOVIL"
20318,"AUTOMOVIL"
20319,"AUTOMOVIL"
20319,"CAMIONETA CARGA"
20320,"AUTOMOVIL"
20321,"OTRO"
20321,"AUTOMOVIL"
20322,"SIN_DATOS"
20322,"AUTOMOVIL"
20323,"MOTOCICLETA"
20324,"AUTOMOVIL"
20325,"AUTOMOVIL"
20325,"CAMION_PASAJEROS"
20326,"AUTOMOVIL"
20327,"CAMIONETA_CARGA"
20328,"MOTOCICLETA"
20328,"AUTOMOVIL"
20329,"AUTOMOVIL"
20329,"SIN_DATOS"
20330,"AUTOMOVIL"
20330,"MOTOCICLETA"
20331,"AUTOMOVIL"
20331,"MOTOCICLETA"
20332,"CAMIONETA CARGA"
20333,"AUTOMOVIL"
20334,"CAMIONETA CARGA"
20335,"AUTOMOVIL"
20336,"SIN_DATOS"
20336,"AUTOMOVIL"
20337,"AUTOMOVIL"
20338,"CAMIONETA_CARGA"
20338,"AUTOMOVIL"
20339,"AUTOMOVIL"
20340,"AUTOMOVIL"
20341,"AUTOMOVIL"
20341,"CAMIONETA CARGA"
20342,"AUTOMOVIL"
20342,"CAMIONETA_PASAJEROS"
20343,"AUTOMOVIL"
20343,"SIN_DATOS"
20344,"MOTOCICLETA"
20345,"CAMIONETA_PASAJEROS"
20345,"AUTOMOVIL"
20346,"CAMIONETA CARGA"
20346,"AUTOMOVIL"
20347,"AUTOMOVIL"
20348,"CAMIONETA_CARGA"
20349,"CAMIONETA CARGA"
20350,"CAMION_CARGA"
20350,"AUTOMOVIL"
20351,"CAMIONETA_CARGA"
20351,"AUTOMOVIL"
20352,"AUTOMOVIL"
20353,"AUTOMOVIL"
20354,"AUTOMOVIL"
20354,"CAMIONETA_PASAJEROS"
20355,"CAMIONETA_PASAJEROS"
20355,"AUTOMOVIL"
20356,"SIN_DATOS"
20356,"MOTOCICLETA"
20357,"CAMION_PASAJEROS"
20357,"CAMIONETA CARGA"
20358,"MOTOCICLETA"
20359,"MOTOCICLETA"
20359,"CAMIONETA_PASAJEROS"
20360,"CAMIONETA CARGA"
20360,"AUTOMOVIL"
20361,"CAMIONETA CARGA"
20362,"SIN_DATOS"
20362,"AUTOMOVIL"
20363,"CAMIONETA_PASAJEROS"
20363,"AUTOMOVIL"
20364,"AUTOMOVIL"
20365,"MOTOCICLETA"
20365,"CAMION_CARGA"
20366,"AUTOMOVIL"
20366,"MOTOCICLETA"
20367,"SIN_DATOS"
20368,"CAMIONETA_CARGA"
20368,"CAMION_PASAJEROS"
20369,"CAMIONETA_CARGA"
20370,"AUTOMOVIL"
20371,"AUTOMOVIL"
20372,"CAMIONETA_PASAJEROS"
20372,"CAMIONETA_CARGA"
20373,"CAMIONETA CARGA"
20373,"AUTOMOVIL"
20374,"CAMIONETA CARGA"
20374,"AUTOMOVIL"
20375,"AUTOMOVIL"
20376,"AUTOMOVIL"
20377,"AUTOMOVIL"
20377,"MOTOCICLETA"
20378,"AUTOMOVIL"
20379,"AUTOMOVIL"
20380,"AUTOMOVIL"
20380,"SIN_DATOS"
20381,"SIN_DATOS"
20382,"AUTOMOVIL"
20383,"AUTOMOVIL"
20383,"OTRO"
20384,"AUTOMOVIL"
20385,"CAMIONETA_CARGA"
20386,"CAMION_CARGA"
20386,"AUTOMOVIL"
20387,"SIN_DATOS"
20387,"AUTOMOVIL"
20388,"SIN_DATOS"
20389,"AUTOMOVIL"
20389,"CAMIONETA CARGA"
20390,"MOTOCICLETA"
20391,"CAMIONETA CARGA"
20391,"AUTOMOVIL"
20392,"CAMIONETA_PASAJEROS"
20392,"CAMIONETA_CARGA"
20393,"CAMIONETA_PASAJEROS"
20393,"AUTOMOVIL"
20394,"AUTOMOVIL"
20395,"AUTOMOVIL"
20395,"SIN_DATOS"
20396,"AUTOMOVIL"
20397,"SIN_DATOS"
20398,"CAMIONETA_CARGA"
20399,"AUTOMOVIL"
20400,"CAMIONETA_CARGA"
20401,"AUTOMOVIL"
20402,"AUTOMOVIL"
20403,"MOTOCICLETA"
20404,"AUTOMOVIL"
20404,"MOTOCICLETA"
20405,"AUTOMOVIL"
20406,"SIN_DATOS"
20407,"AUTOMOVIL"
20408,"AUTOMOVIL"
20409,"CAMIONETA_CARGA"
20410,"AUTOMOVIL"
20411,"AUTOMOVIL"
20412,"CAMIONETA CARGA"
20413,"AUTOMOVIL"
20413,"CAMIONETA CARGA"
20414,"SIN_DATOS"
20415,"AUTOMOVIL"
20416,"AUTOMOVIL"
20417,"AUTOMOVIL"
20418,"AUTOMOVIL"
20419,"CAMIONETA_PASAJEROS"
20419,"AUTOMOVIL"
20420,"AUTOMOVIL"
20421,"AUTOMOVIL"
20422,"CAMIONETA CARGA"
20423,"AUTOMOVIL"
20424,"AUTOMOVIL"
20425,"AUTOMOVIL"
20426,"AUTOMOVIL"
20426,"CAMIONETA_PASAJEROS"
20427,"AUTOMOVIL"
20428,"AUTOMOVIL"
20429,"AUTOMOVIL"
20429,"CAMIONETA_CARGA"
20430,"CAMION_PASAJEROS"
20430,"MOTOCICLETA"
20431,"SIN_DATOS"
20432,"AUTOMOVIL"
20433,"AUTOMOVIL"
20433,"MOTOCICLETA"
20434,"AUTOMOVIL"
20434,"SIN_DATOS"
20435,"AUTOMOVIL"
20436,"AUTOMOVIL"
20437,"SIN_DATOS"
20437,"AUTOMOVIL"
20438,"AUTOMOVIL"
20438,"CAMIONETA_CARGA"
20439,"CAMIONETA_PASAJEROS"
20439,"AUTOMOVIL"
20440,"AUTOMOVIL"
20441,"AUTOMOVIL"
20442,"AUTOMOVIL"
20443,"AUTOMOVIL"
20444,"AUTOMOVIL"
20445,"AUTOMOVIL"
20446,"MOTOCICLETA"
20446,"AUTOMOVIL"
20447,"CAMIONETA_PASAJEROS"
20448,"SIN_DATOS"
20449,"AUTOMOVIL"
20450,"CAMION_PASAJEROS"
20450,"AUTOMOVIL"
20451,"AUTOMOVIL"
20452,"AUTOMOVIL"
20452,"CAMIONETA_PASAJEROS"
20453,"AUTOMOVIL"
20453,"SIN_DATOS"
20454,"CAMIONETA_PASAJEROS"
20454,"AUTOMOVIL"
20455,"CAMIONETA_PASAJEROS"
20456,"AUTOMOVIL"
20457,"AUTOMOVIL"
20458,"AUTOMOVIL"
20459,"MOTOCICLETA"
20460,"AUTOMOVIL"
20460,"CAMIONETA CARGA"
20461,"CAMION_CARGA"
20462,"AUTOMOVIL"
20463,"AUTOMOVIL"
20464,"MOTOCICLETA"
20464,"AUTOMOVIL"
20465,"AUTOMOVIL"
20466,"AUTOMOVIL"
20467,"CAMION_PASAJEROS"
20467,"AUTOMOVIL"
20468,"AUTOMOVIL"
20469,"AUTOMOVIL"
20470,"CAMIONETA CARGA"
20470,"AUTOMOVIL"
20471,"AUTOMOVIL"
20471,"CAMIONETA_CARGA"
20472,"MOTOCICLETA"
20473,"AUTOMOVIL"
20474,"CAMION_CARGA"
20474,"AUTOMOVIL"
20475,"AUTOMOVIL"
20475,"SIN_DATOS"
20476,"MOTOCICLETA"
20476,"AUTOMOVIL"
20477,"CAMIONETA_PASAJEROS"
20477,"AUTOMOVIL"
20478,"SIN_DATOS"
20479,"AUTOMOVIL"
20480,"CAMION_PASAJEROS"
20480,"AUTOMOVIL"
20481,"CAMIONETA CARGA"
20482,"CAMIONETA_CARGA"
20482,"CAMIONETA_PASAJEROS"
20483,"AUTOMOVIL"
20484,"AUTOMOVIL"
20484,"CAMION_CARGA"
20485,"AUTOMOVIL"
20486,"AUTOMOVIL"
20487,"AUTOMOVIL"
20488,"CAMION_CARGA"
20488,"AUTOMOVIL"
20489,"AUTOMOVIL"
20490,"CAMIONETA CARGA"
20490,"AUTOMOVIL"
20491,"CAMIONETA_PASAJEROS"
20491,"AUTOMOVIL"
20492,"MOTOCICLETA"
20493,"CAMIONETA_CARGA"
20494,"CAMION_CARGA"
20495,"MOTOCICLETA"
20496,"AUTOMOVIL"
20496,"CAMIONETA_PASAJEROS"
20497,"AUTOMOVIL"
20498,"AUTOMOVIL"
20498,"CAMIONETA_PASAJEROS"
20499,"AUTOMOVIL"
20500,"MOTOCICLETA"
20501,"CAMIONETA_CARGA"
20502,"CAMIONETA CARGA"
20503,"CAMION_PASAJEROS"
20504,"MOTOCICLETA"
20504,"AUTOMOVIL"
20505,"MOTOCICLETA"
20505,"AUTOMOVIL"
20506,"CAMIONETA_PASAJEROS"
20506,"AUTOMOVIL"
20507,"AUTOMOVIL"
20508,"CAMIONETA_CARGA"
20508,"CAMIONETA_PASAJEROS"
20509,"CAMIONETA_CARGA"
20509,"AUTOMOVIL"
20510,"CAMIONETA_PASAJEROS"
20510,"AUTOMOVIL"
20511,"AUTOMOVIL"
20512,"TRACTOR"
20512,"AUTOMOVIL"
20513,"MOTOCICLETA"
20514,"AUTOMOVIL"
20515,"AUTOMOVIL"
20516,"AUTOMOVIL"
20516,"OTRO"
20517,"AUTOMOVIL"
20518,"AUTOMOVIL"
20519,"SIN_DATOS"
20519,"AUTOMOVIL"
20520,"CAMIONETA_PASAJEROS"
20520,"AUTOMOVIL"
20521,"AUTOMOVIL"
20522,"SIN_DATOS"
20523,"AUTOMOVIL"
20524,"AUTOMOVIL"
20525,"SIN_DATOS"
20525,"AUTOMOVIL"
20526,"AUTOMOVIL"
20527,"AUTOMOVIL"
20528,"AUTOMOVIL"
20529,"AUTOMOVIL"
20530,"AUTOMOVIL"
20531,"CAMIONETA CARGA"
20532,"MOTOCICLETA"
20532,"AUTOMOVIL"
20533,"OTRO"
20533,"AUTOMOVIL"
20534,"SIN_DATOS"
20534,"MOTOCICLETA"
20535,"AUTOMOVIL"
20535,"CAMIONETA_PASAJEROS"
20536,"AUTOMOVIL"
20537,"CAMION_PASAJEROS"
20537,"AUTOMOVIL"
20537,"CAMIONETA CARGA"
20538,"AUTOMOVIL"
20539,"AUTOMOVIL"
20540,"AUTOMOVIL"
20540,"CAMIONETA_PASAJEROS"
20541,"AUTOMOVIL"
20542,"AUTOMOVIL"
20542,"CAMIONETA_PASAJEROS"
20543,"AUTOMOVIL"
20544,"AUTOMOVIL"
20545,"SIN_DATOS"
20545,"AUTOMOVIL"
20546,"AUTOMOVIL"
20547,"CAMION_PASAJEROS"
20547,"CAMIONETA_PASAJEROS"
20548,"AUTOMOVIL"
20549,"CAMION_PASAJEROS"
20549,"AUTOMOVIL"
20550,"CAMIONETA_PASAJEROS"
20550,"AUTOMOVIL"
20551,"MOTOCICLETA"
20552,"CAMIONETA_CARGA"
20552,"AUTOMOVIL"
20553,"MOTOCICLETA"
20554,"MOTOCICLETA"
20554,"AUTOMOVIL"
20555,"CAMION_PASAJEROS"
20555,"AUTOMOVIL"
20556,"AUTOMOVIL"
20557,"CAMION_CARGA"
20557,"CAMIONETA CARGA"
20557,"AUTOMOVIL"
20558,"CAMION_CARGA"
20558,"AUTOMOVIL"
20559,"SIN_DATOS"
20560,"CAMIONETA_CARGA"
20560,"AUTOMOVIL"
20561,"CAMIONETA_CARGA"
20561,"MOTOCICLETA"
20562,"AUTOMOVIL"
20563,"SIN_DATOS"
20564,"AUTOMOVIL"
20565,"AUTOMOVIL"
20566,"CAMIONETA_CARGA"
20566,"AUTOMOVIL"
20567,"MOTOCICLETA"
20568,"AUTOMOVIL"
20569,"CAMIONETA_CARGA"
20570,"CAMIONETA_PASAJEROS"
20571,"AUTOMOVIL"
20572,"TRACTOR"
20572,"AUTOMOVIL"
20573,"SIN_DATOS"
20574,"AUTOMOVIL"
20574,"CAMIONETA_PASAJEROS"
20575,"AUTOMOVIL"
20576,"MOTOCICLETA"
20576,"AUTOMOVIL"
20577,"AUTOMOVIL"
20578,"AUTOMOVIL"
20578,"SIN_DATOS"
20579,"OTRO"
20580,"AUTOMOVIL"
20580,"MOTOCICLETA"
20581,"AUTOMOVIL"
20582,"TRACTOR"
20582,"AUTOMOVIL"
20583,"AUTOMOVIL"
20583,"CAMIONETA CARGA"
20584,"AUTOMOVIL"
20585,"SIN_DATOS"
20585,"MOTOCICLETA"
20586,"CAMION_PASAJEROS"
20586,"CAMIONETA_PASAJEROS"
20587,"AUTOMOVIL"
20587,"CAMIONETA_PASAJEROS"
20588,"MOTOCICLETA"
20588,"AUTOMOVIL"
20589,"CAMIONETA_PASAJEROS"
20590,"MOTOCICLETA"
20590,"AUTOMOVIL"
20591,"AUTOMOVIL"
20592,"AUTOMOVIL"
